id,name,categories,latitude,longitude,review_count,rating,price,zip_code,city,state,country,display_address,display_phone,alias,is_closed,url,lifeline_1,lifeline_2,lifeline_3,lifeline_4,lifeline_5,lifeline_6,lifeline_7,address
9aQObdtipdlDEqUwYjgx4A,BBVA Compass,banks,29.7148037214688,-95.41544035077101,2.0,1.5,,77005.0,Houston,TX,US,"['2401 University Blvd', 'Houston, TX 77005']",(713) 867-1111,bbva-compass-houston-17,False,https://www.yelp.com/biz/bbva-compass-houston-17?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2401 University Blvd    
9aZMoeTkF7mCk657AnlkeQ,Subway,sandwiches,29.726933062832103,-95.42977476724909,10.0,1.0,$,77005.0,Houston,TX,US,"['5156 Buffalo Speedway', 'Houston, TX 77005']",(713) 667-8990,subway-houston-221,False,https://www.yelp.com/biz/subway-houston-221?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5156 Buffalo Speedway    
9b8MWZUjIdsw4xaVcgstoQ,Mercado Taqueria,cocktailbars,34.143472612639606,-118.392111111112,179.0,4.5,$$,91604,Los Angeles,CA,US,"['11929 Ventura Blvd', 'Los Angeles, CA 91604']",(818) 358-3423,mercado-taqueria-los-angeles,False,https://www.yelp.com/biz/mercado-taqueria-los-angeles?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11929 Ventura Blvd    
9bDg8CN6S3ujWcDxt4Iafg,Texas Children's Urgent Care - Main Campus,physicians,29.70765,-95.40120999999999,3.0,2.5,,77030.0,Houston,TX,US,"['6621 Fannin', 'Ste 2240', 'Houston, TX 77030']",(832) 824-2000,texas-childrens-urgent-care-main-campus-houston,False,https://www.yelp.com/biz/texas-childrens-urgent-care-main-campus-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6621 Fannin Ste 2240  
9bmSMeG4QdrrzTMQfcH4yA,Sojourn Heights,churches,29.8095473,-95.3915796,4.0,5.0,,77008,Houston,TX,US,"['608 Aurora St', 'Houston, TX 77008']",(713) 494-2585,sojourn-heights-houston,False,https://www.yelp.com/biz/sojourn-heights-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,608 Aurora St    
9ce1M8w2GhKal0V3xbR4Hw,El Real Tex Mex,tex-mex,29.75703,-95.35661999999999,2.0,4.5,,77002.0,Houston,TX,US,"['501 Crawford St', 'Minute Maid Park', 'Houston, TX 77002']",000-000-000,el-real-tex-mex-houston,False,https://www.yelp.com/biz/el-real-tex-mex-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,501 Crawford St   Minute Maid Park
9clxIIz6lm0eIXrn4IlVpg,Pepe's NY Pizza,pizza,34.1431045532227,-118.392433166504,220.0,4.0,$,91604,Studio City,CA,US,"['11946 Ventura Blvd', 'Studio City, CA 91604']",(818) 358-2233,pepes-ny-pizza-studio-city,False,https://www.yelp.com/biz/pepes-ny-pizza-studio-city?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11946 Ventura Blvd    
9dZbF099QVcNIbR1A_FtRQ,Greenhouse Vascular,vascularmedicine,29.79358,-95.70414,1.0,5.0,,77433.0,Cypress,TX,US,"['2222 Greenhouse Rd', 'Ste 1500', 'Cypress, TX 77433']",(832) 391-6996,greenhouse-vascular-cypress,False,https://www.yelp.com/biz/greenhouse-vascular-cypress?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2222 Greenhouse Rd Ste 1500  
9da1jwrQKNdt3zJGO_7AXw,Chick-fil-A,hotdogs,34.0978,-118.338233,712.0,3.5,$,90028,Los Angeles,CA,US,"['6750 W Sunset Blvd', 'Los Angeles, CA 90028']",(323) 464-2455,chick-fil-a-los-angeles-14,False,https://www.yelp.com/biz/chick-fil-a-los-angeles-14?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6750 W Sunset Blvd    
9dpDlUmK1qzXQlmRng9hCg,Taqueria Barba,foodtrucks,29.751600099999997,-95.3918678249946,2.0,2.5,$,77006,Houston,TX,US,"['1003 Bomar St', 'Houston, TX 77006']",(832) 910-8226,taqueria-barba-houston-3,False,https://www.yelp.com/biz/taqueria-barba-houston-3?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1003 Bomar St    
9eaK6qWGeo1wLjlKrJzn-Q,Yo Mama's Soul Food,soulfood,29.84194,-95.47275,35.0,3.0,$$,77091.0,Houston,TX,US,"['5332 Antoine Dr', 'Houston, TX 77091']",(713) 680-8002,yo-mamas-soul-food-houston,False,https://www.yelp.com/biz/yo-mamas-soul-food-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5332 Antoine Dr    
9fH9LQ0e4jNJtXljn3gy5g,Laredo Taqueria,mexican,29.77011,-95.4051,489.0,4.0,$,77007,Houston,TX,US,"['915 Snover St', 'Houston, TX 77007']",(713) 861-7279,laredo-taqueria-houston-2,False,https://www.yelp.com/biz/laredo-taqueria-houston-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,1.0,0.0,0.0,0.0,915 Snover St    
9fttZxFGioQP5Uf60Y4jiQ,Forest Lawn Funeral Home,funeralservices,29.6258,-95.26056,2.0,5.0,,77075.0,Houston,TX,US,"['8706 Almeda Genoa Rd', 'Houston, TX 77075']",(713) 991-9000,forest-lawn-funeral-home-houston,False,https://www.yelp.com/biz/forest-lawn-funeral-home-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8706 Almeda Genoa Rd    
9gR_gfk_EhwRFalDbVMZ3Q,Randalls,drugstores,29.749238300000002,-95.37468270000001,94.0,2.5,$$,77002,Houston,TX,US,"['2225 Louisiana St', 'Houston, TX 77002']",(713) 331-1042,randalls-houston-11,False,https://www.yelp.com/biz/randalls-houston-11?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2225 Louisiana St    
9gkdMhmTDUYSGr0o-WkKpg,Aspire Fertility,fertility,29.698612,-95.41019399999999,7.0,2.5,,77030.0,Houston,TX,US,"['7515 South Main St', 'Ste 500', 'Houston, TX 77030']",(713) 425-3003,aspire-fertility-houston,False,https://www.yelp.com/biz/aspire-fertility-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7515 South Main St Ste 500  
9grWJWpwwAZbnDZYLdE6Mw,Billy's Small Engine Repair & Sales,farmequipmentrepair,29.9910706,-95.4362491,3.0,5.0,,77090,Houston,TX,US,"['800 Darbydale Crossing Ln', 'Houston, TX 77090']",(832) 778-0072,billys-small-engine-repair-and-sales-houston-2,False,https://www.yelp.com/biz/billys-small-engine-repair-and-sales-houston-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,800 Darbydale Crossing Ln    
9jySMXlgWGPbMZs09cBIHA,China 101 Express,chinese,29.735670000000002,-95.30075,26.0,4.0,$,77011.0,Houston,TX,US,"['7011 Harrisburg Blvd', 'Ste 300', 'Houston, TX 77011']",(713) 921-3333,china-101-express-houston,False,https://www.yelp.com/biz/china-101-express-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7011 Harrisburg Blvd Ste 300  
9kIAdb2AQr3sQ0uczWVNLg,Luby's,tradamerican,29.7483738,-95.4610215,117.0,3.5,$$,77056.0,Houston,TX,US,"['1743 Post Oak Blvd', 'Houston, TX 77056']",(713) 622-1713,lubys-houston-3,False,https://www.yelp.com/biz/lubys-houston-3?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1743 Post Oak Blvd    
9kpb26BZPFao0DjEnOQ9Mg,Baylor College of Medicine Cafeteria,tradamerican,29.7103296911679,-95.3961522350868,11.0,4.0,$,77030.0,Houston,TX,US,"['1 Baylor Plz', 'Houston, TX 77030']",(713) 798-8986,baylor-college-of-medicine-cafeteria-houston,False,https://www.yelp.com/biz/baylor-college-of-medicine-cafeteria-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1 Baylor Plz    
9kzo0DFaItBQUqnkoiK2yA,River Oaks Surgical Center,physicians,29.729870000000002,-95.44403,1.0,5.0,,77027.0,Houston,TX,US,"['4120 Southwest Fwy', 'Ste 100', 'Houston, TX 77027']",(713) 626-8500,river-oaks-surgical-center-houston,False,https://www.yelp.com/biz/river-oaks-surgical-center-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4120 Southwest Fwy Ste 100  
9lPAscCfOdOGhT0j2O24Ug,Frank's Pizza,pizza,29.761395,-95.36259799999999,689.0,4.0,$,77002.0,Houston,TX,US,"['417 Travis St', 'Houston, TX 77002']",(713) 225-5656,franks-pizza-houston,False,https://www.yelp.com/biz/franks-pizza-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,417 Travis St    
9lRg1RnGEGyl8MJ-wca0Xg,Houston Community College,collegeuniv,29.741812,-95.377166,3.0,1.5,,77002.0,Houston,TX,US,"['3100 Main St', 'Houston, TX 77002']",(713) 718-2000,houston-community-college-houston-5,False,https://www.yelp.com/biz/houston-community-college-houston-5?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3100 Main St    
9lY0LENI3MBUrcEZKug3XA,Apostle Home Health Care,homehealthcare,29.5303054,-95.2029109,1.0,5.0,,77546.0,Friendswood,TX,US,"['306 S Friendswood Dr', 'Ste B', 'Friendswood, TX 77546']",(281) 996-5701,apostle-home-health-care-friendswood,False,https://www.yelp.com/biz/apostle-home-health-care-friendswood?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,306 S Friendswood Dr Ste B  
9lZqhorumZoPyuuJBl6EPw,Oui Banh Mi,vietnamese,29.734189299999997,-95.3997256,229.0,3.0,$,77006.0,Houston,TX,US,"['1601 Richmond Ave', 'Houston, TX 77006']",(832) 831-5172,oui-banh-mi-houston,False,https://www.yelp.com/biz/oui-banh-mi-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1601 Richmond Ave    
9mmu5tgNTC4PaRdJbc-muQ,Houston Fertility Institute,fertility,29.715120000000002,-95.3973199,15.0,2.0,,77030.0,Houston,TX,US,"['6400 Fannin St', 'Ste 2000', 'Houston, TX 77030']",(713) 796-1434,houston-fertility-institute-houston-5,False,https://www.yelp.com/biz/houston-fertility-institute-houston-5?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6400 Fannin St Ste 2000  
9nIhVE7YVKk3khHMORFmwg,BMB Food Store,convenience,29.72063,-95.355,1.0,2.0,,77004,Houston,TX,US,"['3545 Wheeler St', 'Houston, TX 77004']",(713) 748-5113,bmb-food-store-houston,False,https://www.yelp.com/biz/bmb-food-store-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3545 Wheeler St    
9nPH_GmXkZZf3dwVdzKxAw,Joe's Great American Bar & Grill,tradamerican,34.16599,-118.35371,226.0,3.5,$,91505,Burbank,CA,US,"['4311 W Magnolia Blvd', 'Burbank, CA 91505']",(818) 729-0805,joes-great-american-bar-and-grill-burbank,False,https://www.yelp.com/biz/joes-great-american-bar-and-grill-burbank?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4311 W Magnolia Blvd    
9ofeBjaStiuDgtLjZ13IWw,Juanita's Mexican Restaurant,mexican,29.809911199999995,-95.4427441,202.0,3.5,$$,77018.0,Houston,TX,US,"['2728 West Tc Jester Blvd', 'Houston, TX 77018']",(713) 680-8011,juanitas-mexican-restaurant-houston-6,False,https://www.yelp.com/biz/juanitas-mexican-restaurant-houston-6?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2728 West Tc Jester Blvd    
9oh6RJpmBkiAbUF9fyNYGQ,Hungry Farmer Barbeque,bbq,29.82807,-95.37868,98.0,3.5,$$,77022.0,Houston,TX,US,"['40 E Crosstimbers St', 'Houston, TX 77022']",(713) 697-4874,hungry-farmer-barbeque-houston,False,https://www.yelp.com/biz/hungry-farmer-barbeque-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40 E Crosstimbers St    
9orwtWtrwQbv6imYtJCT-g,Eve's Organix,fooddeliveryservices,29.7250957489014,-95.3619918823242,2.0,5.0,$$,77004,Houston,TX,US,"['Houston, TX 77004']",(281) 203-7055,eves-organix-houston,False,https://www.yelp.com/biz/eves-organix-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,     
9otMmOvRM3hJGEjG8ytelg,Burger King,hotdog,29.71371,-95.31551999999999,16.0,2.5,$,77023.0,Houston,TX,US,"['2411 S Wayside Dr', 'Houston, TX 77023']",(713) 928-2217,burger-king-houston-63,False,https://www.yelp.com/biz/burger-king-houston-63?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2411 S Wayside Dr    
9out_cene2IW_Tn_TwPLEw,Montrose Chinese Restaurant,chinese,29.751281738281197,-95.3923721313477,150.0,2.5,$,77006.0,Houston,TX,US,"['1952 Montrose Blvd', 'Houston, TX 77006']",(713) 529-5288,montrose-chinese-restaurant-houston,False,https://www.yelp.com/biz/montrose-chinese-restaurant-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1952 Montrose Blvd    
9oyKzK3C22fHJoElmxOabg,GrindHouse,donuts,29.844359999999998,-95.41128990000001,85.0,4.5,$,77091,Houston,TX,US,"['5403 N Shepherd Dr', 'Houston, TX 77091']",(832) 649-2287,grindhouse-houston,False,https://www.yelp.com/biz/grindhouse-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5403 N Shepherd Dr    
9pfZwpkfgycDpx6EZURgvQ,Clinica Familiar,physicians,29.695556,-95.2779342,1.0,5.0,,77017.0,Houston,TX,US,"['3100 Broadway St', 'Houston, TX 77017']",(713) 634-0333,clinica-familiar-houston,False,https://www.yelp.com/biz/clinica-familiar-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3100 Broadway St    
9q3476TWJZlI3AmiDx4tKg,Monte Carlo Deli & Pinocchio's Restaurant,italian,34.169993,-118.34119399999999,1204.0,4.0,$,91505,Burbank,CA,US,"['3103 W Magnolia Blvd', 'Burbank, CA 91505']",(818) 845-3516,monte-carlo-deli-and-pinocchios-restaurant-burbank,False,https://www.yelp.com/biz/monte-carlo-deli-and-pinocchios-restaurant-burbank?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3103 W Magnolia Blvd    
9r0yFzr3COWcZ9mN9VOMeg,Peru Gourmet,peruvian,29.663261,-95.464823,90.0,4.5,$$,77035.0,Houston,TX,US,"['10804 S Post Oak Rd', 'Ste 375', 'Houston, TX 77035']",(281) 888-3931,peru-gourmet-houston-3,False,https://www.yelp.com/biz/peru-gourmet-houston-3?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10804 S Post Oak Rd Ste 375  
9rVpTx8H6ZBmVShiX30NbQ,First Surgical Center,hospitals,29.709497451782198,-95.4626083374023,3.0,3.5,,77401.0,Bellaire,TX,US,"['411 N 1st St', 'Bellaire, TX 77401']",(713) 665-1111,first-surgical-center-bellaire-2,False,https://www.yelp.com/biz/first-surgical-center-bellaire-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,411 N 1st St    
9sxOu33hTt7t_tGComfd0g,Peli Peli Kitchen,southafrican,29.78547,-95.51316,607.0,4.5,$$,77024.0,Houston,TX,US,"['9090 Katy Fwy', 'Ste 140', 'Houston, TX 77024']",(281) 257-9500,peli-peli-kitchen-houston,False,https://www.yelp.com/biz/peli-peli-kitchen-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9090 Katy Fwy Ste 140  
9t-dg-cIc2jPlyTexgxDHQ,Calle Onze,mexican,29.790429999999997,-95.39974000000001,242.0,4.0,$$,77008.0,Houston,TX,US,"['222 W 11th St', 'Houston, TX 77008']",(832) 767-1417,calle-onze-houston,False,https://www.yelp.com/biz/calle-onze-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,222 W 11th St    
9tSR-d0gr8a_nHAz1IiUdQ,Beer Market Co - Studemont,sportsbars,29.7671159390386,-95.3917187200568,304.0,4.0,$$,77007.0,Houston,TX,US,"['920 Studemont St', 'Ste 900', 'Houston, TX 77007']",(713) 426-9035,beer-market-co-studemont-houston-3,False,https://www.yelp.com/biz/beer-market-co-studemont-houston-3?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,920 Studemont St Ste 900  
9tn6vHc8CVkfG1X6GZqFIA,"Vicki L Schnell, MD",fertility,29.73312,-95.41804990000001,1.0,5.0,,77098.0,Houston,TX,US,"['3701 Kirby Dr', 'Ste 840', 'Houston, TX 77098']",(713) 807-0234,vicki-l-schnell-md-houston,False,https://www.yelp.com/biz/vicki-l-schnell-md-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3701 Kirby Dr Ste 840  
9uW1nNcBm9qtxW4bP-2Ajg,Convenient Urgent Care,urgent_care,29.858425,-95.404282,6.0,3.5,,77091.0,Houston,TX,US,"['411 W Parker Rd', 'Houston, TX 77091']",(713) 691-3300,convenient-urgent-care-houston,False,https://www.yelp.com/biz/convenient-urgent-care-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,411 W Parker Rd    
9ugbWhkVxGd-fOaXHQyd_A,Sushi Tora,sushi,29.767595431317,-95.39165472209021,234.0,3.5,$$,77007.0,Houston,TX,US,"['920 Studemont St', 'Ste 300', 'Houston, TX 77007']",(713) 864-8672,sushi-tora-houston,False,https://www.yelp.com/biz/sushi-tora-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,920 Studemont St Ste 300  
9uphDUTFfl9-n1KwSy2UNA,Marco's,italian,34.090488,-118.36716499999999,653.0,4.0,$$,90046,West Hollywood,CA,US,"['8200 Santa Monica Blvd', 'West Hollywood, CA 90046']",(323) 650-1060,marcos-west-hollywood-2,False,https://www.yelp.com/biz/marcos-west-hollywood-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8200 Santa Monica Blvd    
9vQ38rj8mm84Gfd-16uSTQ,Hare Krishna Temple and Cultural Center,hindu_temples,29.817710899999998,-95.4236832,6.0,4.5,,77018,Houston,TX,US,"['1320 W 34th St', 'Houston, TX 77018']",(713) 686-4482,hare-krishna-temple-and-cultural-center-houston,False,https://www.yelp.com/biz/hare-krishna-temple-and-cultural-center-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1320 W 34th St    
9x0wUEN9LvqawZkFdCzoUg,Cafe Layal Midtown,mediterranean,29.752990000000004,-95.37782,336.0,3.5,$$,77002.0,Houston,TX,US,"['207 Gray St', 'Houston, TX 77002']",(713) 651-0939,cafe-layal-midtown-houston,False,https://www.yelp.com/biz/cafe-layal-midtown-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,207 Gray St    
9xRSRgElgf-D6T_27u7BfQ,Hwa Sun Ji Tea & Coffee,coffee,34.0613458399227,-118.313181102276,567.0,4.5,$,90010,Los Angeles,CA,US,"['3960 Wilshire Blvd', 'Ste 100', 'Los Angeles, CA 90010']",(213) 382-5302,hwa-sun-ji-tea-and-coffee-los-angeles,False,https://www.yelp.com/biz/hwa-sun-ji-tea-and-coffee-los-angeles?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3960 Wilshire Blvd Ste 100  
